"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
4,462495680E1;4,113194466E0;2,953940868E0;4,647178650E0;6,873165557E0
4,462732172E1;4,230312347E0;3,171852112E0;4,559191704E0;6,981576997E0
4,462968426E1;4,378210068E0;3,354672432E0;4,390240669E0;7,049593155E0
4,463204918E1;4,493399620E0;3,494381905E0;4,276897907E0;7,119915782E0
4,463441195E1;4,645890236E0;3,695262909E0;4,114962578E0;7,223031294E0
4,463677681E1;4,745193005E0;3,833661556E0;3,944321632E0;7,264398855E0
4,463913958E1;4,870488167E0;3,982333183E0;3,820820808E0;7,360659224E0
4,464150450E1;4,970027924E0;4,192409515E0;3,684671402E0;7,473572000E0
4,464386704E1;5,013895035E0;4,385337353E0;3,544777155E0;7,545579646E0
4,464623196E1;5,015952110E0;4,520372868E0;3,351286411E0;7,538213783E0
4,464859473E1;5,010258198E0;4,666143417E0;3,202050447E0;7,558353569E0
4,465095965E1;4,954365730E0;4,876877308E0;3,091398001E0;7,608312143E0
4,465332235E1;4,855017662E0;5,099321365E0;2,975775003E0;7,643919921E0
4,465568727E1;4,687017441E0;5,345320702E0;2,827874899E0;7,650977868E0
4,465805004E1;4,535741806E0;5,556603909E0;2,689118624E0;7,660297625E0
4,466041494E1;4,398477554E0;5,731021881E0;2,534983873E0;7,656197479E0
4,466277748E1;4,285059929E0;5,870133877E0;2,426429510E0;7,662099614E0
4,466514240E1;4,128134727E0;5,988686085E0;2,322354555E0;7,635390496E0
4,466750517E1;3,981379271E0;6,079469204E0;2,204447269E0;7,594136848E0
4,466987009E1;3,858009338E0;6,172392368E0;2,041080236E0;7,559674076E0
4,467223282E1;3,706257820E0;6,159111977E0;1,828479290E0;7,417165489E0
4,467459774E1;3,560846329E0;6,119777679E0;1,610618114E0;7,261225526E0
4,467696028E1;3,423361301E0;5,956798077E0;1,322710991E0;6,996599909E0
4,467932543E1;3,201370239E0;5,720319271E0;1,048387766E0;6,638519479E0
4,468168797E1;2,953604221E0;5,342712879E0;7,682332993E-1;6,152929482E0
4,468405288E1;2,550742149E0;4,950554848E0;5,237669945E-1;5,593622322E0
4,468641557E1;2,179010868E0;4,599170208E0;3,414967060E-1;5,100693577E0
4,468878057E1;1,838129520E0;4,233499527E0;1,389260292E-1;4,617416899E0
4,469114326E1;1,447752953E0;3,789175510E0;-1,207594872E-1;4,058130421E0
4,469350819E1;1,124285698E0;3,319834709E0;-3,719301224E-1;3,524720250E0
4,469587073E1;7,571001053E-1;2,877963066E0;-6,345984936E-1;3,042792669E0
4,469823588E1;4,165897369E-1;2,413519859E0;-8,363986015E-1;2,588085729E0
4,470059835E1;3,973197937E-2;2,021970749E0;-1,073088169E0;2,289424067E0
4,470296334E1;-3,170027733E-1;1,660517693E0;-1,203393817E0;2,075082274E0
4,470532604E1;-5,975975990E-1;1,377577305E0;-1,347583652E0;2,017628266E0
4,470769097E1;-8,385047913E-1;1,146410942E0;-1,454631567E0;2,033052220E0
4,471005352E1;-9,873695374E-1;7,935514450E-1;-1,645891547E0;2,076916340E0
4,471241867E1;-1,040600777E0;5,138549805E-1;-1,839980960E0;2,175414179E0
4,471478121E1;-1,054187298E0;1,443490982E-1;-2,025041580E0;2,287562223E0
4,471714613E1;-1,000012875E0;-1,387619972E-1;-2,275890350E0;2,489770577E0
4,471950884E1;-9,105114937E-1;-3,830952644E-1;-2,424751759E0;2,618246408E0
4,472187384E1;-8,466992378E-1;-6,045346260E-1;-2,469197273E0;2,679420999E0
4,472423653E1;-7,411985397E-1;-8,140678406E-1;-2,564665079E0;2,790983463E0
4,472660146E1;-6,730523109E-1;-9,733247757E-1;-2,595566273E0;2,852599658E0
4,472896400E1;-5,763578415E-1;-1,124506950E0;-2,683159828E0;2,965813701E0
4,473132917E1;-4,455080032E-1;-1,289801121E0;-2,750708580E0;3,070580076E0
4,473369171E1;-3,137917519E-1;-1,494328499E0;-2,806195259E0;3,194716695E0
4,473605663E1;-1,667566299E-1;-1,637620211E0;-2,813192606E0;3,259395706E0
4,473841932E1;-3,530502319E-2;-1,723119020E0;-2,851377964E0;3,331777588E0
4,474078432E1;4,289960861E-2;-1,835772514E0;-2,868575096E0;3,405968905E0
4,474314677E1;1,242074966E-1;-1,899378777E0;-2,797232628E0;3,383426904E0
4,474551192E1;2,067670822E-1;-1,969681978E0;-2,649009466E0;3,307514304E0
4,474787446E1;2,407536507E-1;-2,025560141E0;-2,491519213E0;3,220019284E0
4,475023938E1;3,435111046E-1;-2,100512505E0;-2,389807224E0;3,200207998E0
4,475260207E1;4,081592560E-1;-2,212283134E0;-2,246681690E0;3,179366173E0
4,475496707E1;4,913997650E-1;-2,354353428E0;-2,127090931E0;3,210758418E0
4,475732976E1;6,108875275E-1;-2,516661644E0;-1,983780384E0;3,262231447E0
4,475969469E1;7,415895462E-1;-2,616103172E0;-1,875243783E0;3,303103103E0
4,476205746E1;9,107160568E-1;-2,731264353E0;-1,721067786E0;3,354293223E0
4,476442238E1;1,036930084E0;-2,897887707E0;-1,648176789E0;3,491341274E0
4,476678491E1;1,158853054E0;-2,997974634E0;-1,584777713E0;3,583617266E0
4,476914984E1;1,296657085E0;-3,170566797E0;-1,466925383E0;3,726349888E0
4,477151253E1;1,402707100E0;-3,275566816E0;-1,370925307E0;3,817900126E0
4,477387745E1;1,457744122E0;-3,429307461E0;-1,203247666E0;3,915733971E0
4,477624022E1;1,523814201E0;-3,523777962E0;-1,066376805E0;3,984492481E0
4,477860516E1;1,618473530E0;-3,534684658E0;-9,183506966E-1;3,994598879E0
4,478096770E1;1,714224815E0;-3,577439070E0;-8,613351583E-1;4,059376217E0
4,478333262E1;1,811844826E0;-3,686191082E0;-7,884070873E-1;4,182388325E0
4,478569539E1;1,907530785E0;-3,663230896E0;-7,365208864E-1;4,195282745E0
4,478806031E1;2,016055584E0;-3,667496204E0;-7,007061243E-1;4,243347452E0
4,479042300E1;2,131442070E0;-3,678245544E0;-6,698663235E-1;4,303632939E0
4,479278792E1;2,215070724E0;-3,690669537E0;-6,327245235E-1;4,350622974E0
4,479515069E1;2,275470257E0;-3,677990913E0;-6,089553833E-1;4,367631934E0
4,479751561E1;2,312618732E0;-3,703220129E0;-6,030354500E-1;4,407459186E0
4,479987815E1;2,393978596E0;-3,728557825E0;-6,242554188E-1;4,474703543E0
4,480224308E1;2,416231155E0;-3,721069813E0;-6,685545444E-1;4,486813873E0
4,480460578E1;2,384152889E0;-3,762685299E0;-7,120857239E-1;4,510992323E0
4,480697077E1;2,358809948E0;-3,737892151E0;-7,819166183E-1;4,488564993E0
4,480933347E1;2,383173943E0;-3,730268478E0;-8,201570511E-1;4,501897217E0
4,481169839E1;2,381586075E0;-3,735131741E0;-8,910176754E-1;4,518525628E0
4,481406095E1;2,359909058E0;-3,725570202E0;-9,322135448E-1;4,507556565E0
4,481642587E1;2,348933697E0;-3,702343225E0;-9,612805843E-1;4,488752080E0
4,481878864E1;2,365350723E0;-3,677815437E0;-1,047280431E0;4,496443788E0
4,482115356E1;2,377754211E0;-3,667462587E0;-1,131903887E0;4,514997600E0
4,482351626E1;2,397006989E0;-3,630993843E0;-1,255926490E0;4,528477685E0
4,482588118E1;2,370366096E0;-3,551643848E0;-1,387844920E0;4,489868927E0
4,482824395E1;2,343006611E0;-3,468391657E0;-1,490090013E0;4,442948223E0
4,483060887E1;2,360456467E0;-3,355945349E0;-1,568976760E0;4,392699852E0
4,483297141E1;2,392364979E0;-3,323935509E0;-1,630783439E0;4,408107540E0
4,483533634E1;2,450580120E0;-3,275608540E0;-1,716528654E0;4,436375193E0
4,483769904E1;2,514634132E0;-3,259870529E0;-1,808873296E0;4,496905968E0
4,484006404E1;2,610900879E0;-3,221524954E0;-1,890690565E0;4,557382718E0
4,484242673E1;2,708060741E0;-3,211220741E0;-1,943343520E0;4,628403144E0
4,484479165E1;2,765523911E0;-3,173773766E0;-1,979502559E0;4,651816075E0
4,484715419E1;2,892607689E0;-3,089636326E0;-2,022325516E0;4,690717681E0
4,484951938E1;2,964776039E0;-3,027578592E0;-2,089136124E0;4,724470218E0
4,485188192E1;2,986850739E0;-2,928164244E0;-2,096251726E0;4,678642375E0
4,485424685E1;3,091850758E0;-2,852114201E0;-2,132251740E0;4,715993427E0
4,485660954E1;3,192246914E0;-2,796335936E0;-2,135141373E0;4,750659292E0
4,485897454E1;3,333246708E0;-2,693435907E0;-2,162141323E0;4,799998511E0
4,486133723E1;3,420931339E0;-2,579285145E0;-2,237211943E0;4,833280497E0
4,486370212E1;3,442983150E0;-2,436403036E0;-2,289749622E0;4,799285995E0
4,486606466E1;3,543035984E0;-2,292541027E0;-2,373440742E0;4,841701075E0
4,486842982E1;3,772955894E0;-2,194768190E0;-2,425046921E0;4,993301128E0
4,487079236E1;3,948857546E0;-2,174120665E0;-2,482766867E0;5,146300409E0
4,487315728E1;4,070854187E0;-2,107988119E0;-2,487309456E0;5,215570539E0
4,487551997E1;4,154754639E0;-1,962302208E0;-2,513116360E0;5,237210126E0
4,487788497E1;4,238624573E0;-1,814564228E0;-2,555698395E0;5,271638824E0
4,488024743E1;4,237820625E0;-1,722063541E0;-2,595818281E0;5,259553122E0
4,488261259E1;4,266588211E0;-1,581472397E0;-2,643426895E0;5,262369776E0
4,488497513E1;4,281654358E0;-1,528033257E0;-2,657168865E0;5,265737940E0
4,488734004E1;4,269423485E0;-1,397584915E0;-2,680708170E0;5,231387653E0
4,488970273E1;4,185193539E0;-1,372350693E0;-2,655753136E0;5,143171794E0
4,489206773E1;4,086977482E0;-1,269884586E0;-2,662249565E0;5,040194892E0
4,489443042E1;3,973889351E0;-1,215545177E0;-2,654209375E0;4,930940484E0
4,489679534E1;3,817763329E0;-1,174679756E0;-2,647647619E0;4,792204845E0
4,489915786E1;3,596357346E0;-1,091419697E0;-2,596900463E0;4,568246395E0
4,490152301E1;3,376148701E0;-1,040158272E0;-2,537948608E0;4,349884185E0
4,490388555E1;3,089808941E0;-9,714846611E-1;-2,488851547E0;4,084737906E0
4,490625047E1;2,804553032E0;-9,674234390E-1;-2,456525087E0;3,851745231E0
4,490861316E1;2,506938457E0;-9,452295303E-1;-2,376092434E0;3,581063327E0
4,491097815E1;2,197834015E0;-9,251632690E-1;-2,316388369E0;3,324463341E0
4,491334084E1;1,929352283E0;-8,945670128E-1;-2,275441408E0;3,114527890E0
4,491570576E1;1,650424957E0;-9,341182709E-1;-2,229348660E0;2,926854101E0
4,491806830E1;1,360836983E0;-9,607739449E-1;-2,183265448E0;2,746199534E0
4,492043346E1;1,071177483E0;-9,128627777E-1;-2,114346981E0;2,539921811E0
4,492279600E1;8,065919876E-1;-9,012589455E-1;-2,092506170E0;2,416907196E0
4,492516092E1;5,265913010E-1;-8,013854027E-1;-1,945462942E0;2,168949751E0
4,492752361E1;2,522106171E-1;-6,200222969E-1;-1,860439062E0;1,977187737E0
4,492988853E1;7,771015167E-3;-5,255761147E-1;-1,789383650E0;1,864989139E0
4,493225130E1;-1,930027008E-1;-3,440089226E-1;-1,626933217E0;1,674068061E0
4,493461624E1;-4,537625313E-1;-1,693873405E-1;-1,415161729E0;1,495752394E0
4,493697878E1;-6,662697792E-1;1,369786263E-1;-1,212874532E0;1,390590951E0
4,493934371E1;-9,009628296E-1;3,935847282E-1;-1,112992287E0;1,485057167E0
4,494170648E1;-1,075704098E0;5,685706139E-1;-9,808858633E-1;1,562865613E0
4,494407140E1;-1,247199059E0;8,050446510E-1;-8,285557032E-1;1,700031451E0
4,494643413E1;-1,375274658E0;1,015662193E0;-6,836705208E-1;1,841291790E0
4,494879905E1;-1,535634995E0;1,233110905E0;-5,585414171E-1;2,047121358E0
4,495116182E1;-1,705530167E0;1,484704971E0;-4,647046328E-1;2,308491368E0
4,495352651E1;-1,919241428E0;1,755116463E0;-4,505498409E-1;2,639491735E0
4,495588928E1;-2,147066593E0;2,043076038E0;-3,390729427E-1;2,983123382E0
4,495825420E1;-2,542185307E0;2,490521431E0;-3,016438484E-1;3,571609181E0
4,496061690E1;-2,948406219E0;2,877396107E0;-1,042544842E-1;4,121089248E0
4,496298182E1;-3,188522339E0;3,209906101E0;3,969264030E-2;4,524571515E0
4,496534459E1;-3,436745644E0;3,622607708E0;1,045935154E-1;4,994541724E0
4,496770951E1;-3,693372250E0;3,990228653E0;1,480262280E-1;5,439194338E0
4,497007203E1;-3,944664001E0;4,340741634E0;1,745805740E-1;5,867954533E0
4,497243695E1;-4,181087494E0;4,648727894E0;1,230096817E-1;6,253582577E0
4,497479972E1;-4,475242615E0;4,914237976E0;-3,436088562E-3;6,646618926E0
4,497716464E1;-4,671962261E0;5,130807877E0;-1,471164227E-1;6,940753855E0
4,497952734E1;-4,861087799E0;5,353429794E0;-3,765472174E-1;7,240937298E0
4,498189227E1;-4,961242676E0;5,443900585E0;-6,608026028E-1;7,395041754E0
4,498425504E1;-4,974384785E0;5,436750412E0;-9,503309727E-1;7,430066486E0
4,498661996E1;-4,925131798E0;5,377726078E0;-1,197384953E0;7,389897951E0
4,498898250E1;-4,766417027E0;5,219797134E0;-1,556887388E0;7,238018495E0
4,499134742E1;-4,460417271E0;5,013847351E0;-1,929937482E0;6,982739160E0
4,499371012E1;-4,137486935E0;4,680147648E0;-2,318202496E0;6,663080590E0
4,499607505E1;-3,780479431E0;4,404201984E0;-2,760897160E0;6,427407951E0
4,499843782E1;-3,432052135E0;4,047975063E0;-3,251846313E0;6,224113465E0
4,500080274E1;-3,043835163E0;3,670708656E0;-3,696020842E0;6,033208483E0
4,500316528E1;-2,726861000E0;3,309576988E0;-4,098256588E0;5,931675802E0
4,500553020E1;-2,474444866E0;3,057022572E0;-4,463568687E0;5,949093194E0
4,500789297E1;-2,263000965E0;2,875179291E0;-4,770598888E0;6,012191204E0
4,501025789E1;-2,123468876E0;2,696283340E0;-5,020460129E0;6,081454088E0
4,501262058E1;-2,026732922E0;2,515944481E0;-5,240432739E0;6,156277955E0
4,501498558E1;-1,999736309E0;2,330413818E0;-5,384103775E0;6,198253571E0
4,501734826E1;-1,988565922E0;2,151590824E0;-5,471147060E0;6,206221689E0
4,501971318E1;-1,948684692E0;1,960727215E0;-5,421802521E0;6,085866069E0
4,502207572E1;-1,876154900E0;1,710016251E0;-5,217434883E0;5,802218502E0
4,502444064E1;-1,826386929E0;1,531407833E0;-4,722531796E0;5,289915474E0
4,502680333E1;-1,834452629E0;1,409439564E0;-3,967630148E0;4,592801468E0
4,502916832E1;-1,844914436E0;1,328708172E0;-3,181000471E0;3,909979371E0
4,503153102E1;-1,826469421E0;1,291936398E0;-2,436327457E0;3,307685245E0
4,503389594E1;-1,868141174E0;1,276501656E0;-1,744428754E0;2,856998355E0
4,503625848E1;-1,932556629E0;1,414866447E0;-1,134158611E0;2,650082630E0
4,503862360E1;-2,042147636E0;1,603569984E0;-5,360065699E-1;2,651246255E0
4,504098731E1;-2,229764462E0;1,898710251E0;5,374431610E-3;2,928647991E0
4,504335114E1;-2,447865009E0;2,250760078E0;4,742743969E-1;3,359002864E0
4,504571496E1;-2,629814625E0;2,604760170E0;9,203743935E-1;3,814156463E0
4,504807876E1;-2,808177948E0;2,975164890E0;1,352885008E0;4,309033228E0
4,505044145E1;-2,892177582E0;3,272164822E0;1,707934856E0;4,689221178E0
4,505280637E1;-3,019784927E0;3,651634693E0;2,049241781E0;5,162647462E0
4,505516889E1;-3,094498634E0;4,029222965E0;2,410822153E0;5,623399591E0
4,505753382E1;-3,150028706E0;4,359743595E0;2,783942223E0;6,056432891E0
4,505989651E1;-3,296574116E0;4,684123039E0;3,100343227E0;6,513105072E0
4,506226151E1;-3,446117401E0;5,044684887E0;3,444531918E0;7,013513448E0
4,506462420E1;-3,586823463E0;5,486528397E0;3,756135225E0;7,554855937E0
4,506698915E1;-3,779356956E0;5,729995251E0;4,092286110E0;7,991444812E0
4,506935169E1;-3,858001709E0;5,926592827E0;4,369593620E0;8,312762966E0
4,507171684E1;-3,907428741E0;6,071630001E0;4,603944302E0;8,563234983E0
4,507407938E1;-3,925035477E0;6,117292404E0;4,838219166E0;8,731296270E0
4,507644430E1;-3,801511765E0;6,113899708E0;5,060289383E0;8,799874429E0
4,507880699E1;-3,656425476E0;6,024036884E0;5,159158230E0;8,733577806E0
4,508117198E1;-3,442967415E0;5,849622250E0;5,376106739E0;8,658789104E0
4,508353468E1;-3,232232094E0;5,579559803E0;5,520833969E0;8,488723085E0
4,508589960E1;-2,916886330E0;5,294120312E0;5,682560921E0;8,296230129E0
4,508826214E1;-2,582726002E0;4,989577770E0;5,693948269E0;7,999212887E0
4,509062706E1;-2,247628212E0;4,749050140E0;5,749191284E0;7,788357352E0
4,509298975E1;-1,852864265E0;4,469860077E0;5,722824097E0;7,494229162E0
4,509535475E1;-1,497970581E0;4,270114422E0;5,720481873E0;7,293949951E0
4,509771744E1;-1,072181225E0;3,995818138E0;5,614518166E0;6,974162989E0
4,510008236E1;-6,055846214E-1;3,777871132E0;5,464561939E0;6,670868025E0
4,510244515E1;-1,438479424E-1;3,486598969E0;5,295596123E0;6,341955762E0
4,510481008E1;3,340210915E-1;3,209501743E0;5,083873749E0;6,021481863E0
4,510717262E1;8,352804184E-1;2,934243679E0;4,921770096E0;5,790621747E0
4,510953754E1;1,318567276E0;2,618311405E0;4,729969978E0;5,564781242E0
4,511190031E1;1,797264576E0;2,234483242E0;4,498312473E0;5,334593745E0
4,511426523E1;2,268873215E0;1,864729404E0;4,330234528E0;5,232201495E0
4,511662792E1;2,651949406E0;1,463604450E0;4,159708977E0;5,145692607E0
4,511899284E1;3,025043011E0;1,050857067E0;3,989262342E0;5,115603564E0
4,512135562E1;3,319276810E0;6,334991455E-1;3,853870153E0;5,125547275E0
4,512372054E1;3,588886261E0;1,832776070E-1;3,709466934E0;5,164672324E0
4,512608308E1;3,856456995E0;-2,163214684E-1;3,618983984E0;5,293023768E0
4,512844800E1;4,078122616E0;-6,108641624E-1;3,551537514E0;5,442210746E0
4,513081077E1;4,252808571E0;-1,003658295E0;3,389996529E0;5,530441861E0
4,513317561E1;4,438373566E0;-1,398929596E0;3,318962336E0;5,715914180E0
4,513553839E1;4,530487537E0;-1,762678146E0;3,195698023E0;5,817631599E0
4,513790330E1;4,614811897E0;-2,087383747E0;3,072330952E0;5,923924141E0
4,514026584E1;4,828528404E0;-2,252716780E0;2,885385036E0;6,059279351E0
4,514263076E1;4,796875000E0;-2,490000486E0;2,711068392E0;6,046486915E0
4,514499353E1;4,778627396E0;-2,785040140E0;2,549723864E0;6,090387520E0
4,514735845E1;4,751598358E0;-3,042945623E0;2,319215775E0;6,100489065E0
4,514972114E1;4,654147148E0;-3,269275427E0;2,160809278E0;6,084270230E0
4,515208607E1;4,538685799E0;-3,425055742E0;2,010902166E0;6,031119559E0
4,515444884E1;4,336919308E0;-3,563230038E0;1,913333893E0;5,930120064E0
4,515681376E1;4,094604015E0;-3,667847157E0;1,856555223E0;5,802213552E0
4,515917630E1;3,826847076E0;-3,694126368E0;1,845667839E0;5,630081521E0
4,516154122E1;3,522574902E0;-3,743457556E0;1,781822205E0;5,440303188E0
4,516390400E1;3,213390112E0;-3,797480106E0;1,738007069E0;5,269478128E0
4,516626892E1;2,908433914E0;-3,810615540E0;1,673938751E0;5,077583044E0
4,516863161E1;2,635348797E0;-3,866346121E0;1,650427341E0;4,961613247E0
4,517099653E1;2,386611938E0;-3,876928568E0;1,611982346E0;4,829594056E0
4,517335931E1;2,091102123E0;-3,880964041E0;1,623079538E0;4,697762996E0
4,517572400E1;1,852819443E0;-3,865482092E0;1,628113031E0;4,585372802E0
4,517808677E1;1,630816460E0;-3,850862741E0;1,629553080E0;4,488223414E0
4,518045170E1;1,338096142E0;-3,802489042E0;1,651458740E0;4,356230041E0
4,518281439E1;1,104621887E0;-3,732693911E0;1,687135220E0;4,242595738E0
4,518517930E1;9,029498100E-1;-3,734719753E0;1,715612173E0;4,207941911E0
4,518754207E1;6,617975235E-1;-3,666136265E0;1,730647326E0;4,107757447E0
4,518990699E1;3,621129990E-1;-3,578117132E0;1,810514212E0;4,026414006E0
4,519226953E1;1,545567513E-1;-3,386857033E0;1,895889044E0;3,884466967E0
4,519463445E1;-1,324062347E-1;-3,138339043E0;2,013129473E0;3,730870358E0
4,519699713E1;-3,944272995E-1;-2,884622812E0;2,099174023E0;3,589310970E0
4,519936213E1;-6,145434380E-1;-2,589032412E0;2,143158197E0;3,416705946E0
4,520172482E1;-9,006490707E-1;-2,238154411E0;2,151683569E0;3,232684039E0
4,520408974E1;-1,150914192E0;-1,937557697E0;2,090965033E0;3,074226419E0
4,520645228E1;-1,415882111E0;-1,543622494E0;2,005472183E0;2,899898486E0
4,520881747E1;-1,643981934E0;-1,288212776E0;1,862668991E0;2,798518273E0
4,521118001E1;-1,783411503E0;-9,861683846E-1;1,640164137E0;2,615955479E0
4,521354493E1;-1,880970478E0;-8,060936928E-1;1,316525936E0;2,433326431E0
4,521590762E1;-1,879637718E0;-6,067681313E-1;1,001662493E0;2,214618086E0
4,521827262E1;-1,809352875E0;-3,939566612E-1;6,824867725E-1;1,973511558E0
4,522063532E1;-1,725133419E0;-1,463589668E-1;3,411273956E-1;1,764617284E0
4,522300024E1;-1,598499298E0;5,736207962E-2;1,629090309E-2;1,599611143E0
4,522536278E1;-1,446718216E0;2,036185265E-1;-2,728176117E-1;1,486231324E0
4,522772793E1;-1,250898361E0;4,081640244E-1;-5,122404099E-1;1,411996749E0
4,523009047E1;-1,023705959E0;5,320754051E-1;-7,512502670E-1;1,376755277E0
4,523245541E1;-8,137359619E-1;5,978646278E-1;-8,846133947E-1;1,342441502E0
4,523481810E1;-5,422110558E-1;6,737203598E-1;-1,057136536E0;1,365807310E0
4,523718310E1;-2,601289749E-1;6,485409737E-1;-1,187677026E0;1,377987371E0
4,523954556E1;1,126313210E-1;6,112957001E-1;-1,295493722E0;1,436896736E0
4,524191072E1;4,889740944E-1;5,506043434E-1;-1,348817229E0;1,536739642E0
4,524427325E1;7,936396599E-1;5,147294998E-1;-1,428669930E0;1,713449192E0
4,524663817E1;1,122525215E0;5,328831673E-1;-1,501008391E0;1,948602966E0
4,524900087E1;1,465113640E0;4,646348953E-1;-1,571719289E0;2,198350538E0
4,525136586E1;1,832564831E0;4,456934929E-1;-1,577904105E0;2,459007506E0
4,525372856E1;2,233114719E0;3,087315559E-1;-1,632672787E0;2,783475696E0
4,525609349E1;2,631834984E0;1,603131294E-1;-1,698022604E0;3,136165883E0
4,525845603E1;2,980884552E0;9,107637405E-2;-1,813408732E0;3,490332198E0
4,526082118E1;3,298906326E0;-5,155372620E-2;-1,857458591E0;3,786237335E0
4,526318372E1;3,653239965E0;-1,578826904E-1;-1,912034035E0;4,126374115E0
4,526554864E1;3,968620539E0;-2,931423187E-1;-1,925583243E0;4,420831622E0
4,526791134E1;4,257589340E0;-3,811020851E-1;-1,961356878E0;4,703108184E0
4,527027637E1;4,544151306E0;-4,929952621E-1;-2,024890900E0;4,999253802E0
4,527263884E1;4,812982559E0;-6,073942184E-1;-2,054968834E0;5,268455728E0
4,527500399E1;4,982650757E0;-7,231397629E-1;-2,069722176E0;5,443665086E0
4,527736653E1;5,178667068E0;-8,544907570E-1;-2,101975441E0;5,653940910E0
4,527973145E1;5,304313660E0;-9,670844078E-1;-2,034770250E0;5,762923357E0
4,528209416E1;5,463831902E0;-1,094286919E0;-1,966163874E0;5,909037425E0
4,528445916E1;5,620878696E0;-1,194027424E0;-1,926082611E0;6,060509305E0
4,528682185E1;5,783648968E0;-1,289528370E0;-1,885077596E0;6,218279211E0
4,528918677E1;5,945393562E0;-1,404788494E0;-1,870941162E0;6,389174920E0
4,529154954E1;6,054463387E0;-1,531186104E0;-1,885680676E0;6,523561098E0
4,529391446E1;6,181301594E0;-1,634527206E0;-1,873664141E0;6,662641060E0
4,529627700E1;6,284738541E0;-1,760875940E0;-1,883201957E0;6,793016429E0
4,529864192E1;6,365970135E0;-1,920835257E0;-1,866575241E0;6,906467040E0
4,530100461E1;6,384864330E0;-2,011940241E0;-1,823682785E0;6,938314994E0
4,530336961E1;6,399713993E0;-2,079182863E0;-1,763697743E0;6,956289981E0
4,530573206E1;6,395130634E0;-2,200093031E0;-1,785694003E0;6,994770064E0
4,530809721E1;6,327752113E0;-2,342838049E0;-1,777567029E0;6,977756192E0
4,531045975E1;6,260739803E0;-2,407925367E0;-1,684592962E0;6,916127595E0
4,531282467E1;6,218872547E0;-2,438426018E0;-1,648745537E0;6,880309517E0
4,531518744E1;6,103714943E0;-2,457604647E0;-1,624776483E0;6,777540507E0
4,531755235E1;5,975744247E0;-2,504801989E0;-1,587262154E0;6,671053399E0
4,531991504E1;5,774641991E0;-2,545865774E0;-1,444359183E0;6,474109677E0
4,532227996E1;5,582558632E0;-2,570189238E0;-1,300638437E0;6,281918014E0
4,532464274E1;5,395402908E0;-2,649185181E0;-1,125673532E0;6,115202005E0
4,532700766E1;5,158301353E0;-2,706266642E0;-9,937801361E-1;5,909276686E0
4,532937017E1;4,839537621E0;-2,697850704E0;-9,164407253E-1;5,615993804E0
4,533173510E1;4,523545265E0;-2,721898317E0;-8,456342220E-1;5,346614766E0
4,533409779E1;4,209729671E0;-2,730077982E0;-8,013830185E-1;5,081079062E0
4,533646279E1;3,901441097E0;-2,766998291E0;-7,844514847E-1;4,846946081E0
4,533882548E1;3,602464437E0;-2,787929535E0;-7,466957569E-1;4,616043291E0
4,534119041E1;3,271429062E0;-2,802791834E0;-7,109119892E-1;4,366152314E0
4,534355295E1;3,001811504E0;-2,816884518E0;-6,249470711E-1;4,163684610E0
4,534591787E1;2,712880135E0;-2,828540087E0;-5,391705036E-1;3,956142373E0
4,534828064E1;2,450713158E0;-2,844159603E0;-4,825689793E-1;3,785249219E0
4,535064557E1;2,146008492E0;-2,838486195E0;-4,241242409E-1;3,583606800E0
4,535300826E1;1,804524422E0;-2,856511354E0;-3,666148186E-1;3,398583813E0
4,535537318E1;1,506324291E0;-2,864093781E0;-2,912249565E-1;3,249131889E0
4,535773595E1;1,221116066E0;-2,850649357E0;-2,292597294E-1;3,109644067E0
4,536010087E1;8,428134918E-1;-2,830763817E0;-1,153123379E-1;2,955817197E0
4,536246341E1;5,701479912E-1;-2,837296724E0;-8,956766129E-2;2,895400456E0
4,536482834E1;2,714829445E-1;-2,855698347E0;-5,290985107E-3;2,868578748E0
4,536719112E1;5,852222443E-3;-2,867662907E0;2,399110794E-2;2,867769232E0
4,536955604E1;-2,328357697E-1;-2,852215052E0;7,253384590E-2;2,862621937E0
4,537191873E1;-4,483494759E-1;-2,846781492E0;6,791090965E-2;2,882671332E0
4,537428365E1;-6,497645378E-1;-2,892900705E0;1,392822266E-1;2,968243249E0
4,537664642E1;-8,230667114E-1;-2,915924072E0;1,300444603E-1;3,032649595E0
4,537901111E1;-9,816064835E-1;-2,843799829E0;1,187267303E-1;3,010788069E0
4,538137388E1;-1,093526363E0;-2,809619188E0;1,180863380E-1;3,017234541E0
4,538373881E1;-1,234866142E0;-2,676113367E0;1,035623550E-1;2,949101949E0
4,538610150E1;-1,385633469E0;-2,552129269E0;8,629059792E-2;2,905303767E0
4,538846653E1;-1,528320789E0;-2,409482479E0;2,866125107E-2;2,853452596E0
4,539082923E1;-1,617294312E0;-2,296993732E0;2,209019661E-2;2,809325377E0
4,539319415E1;-1,722034454E0;-2,191621065E0;-4,566431046E-2;2,787595879E0
4,539555669E1;-1,870497704E0;-2,002896070E0;-9,658312798E-2;2,742203973E0
4,539792184E1;-1,945914268E0;-1,789798260E0;-1,614084244E-1;2,648775723E0
4,540028435E1;-2,000256062E0;-1,618440151E0;-2,605834007E-1;2,586170246E0
