"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
6,094520084E0;-7,530519962E-1;1,240091324E-1;5,441832542E-2;7,651319678E-1
6,096885236E0;-7,029515505E-1;9,366703033E-2;3,056812286E-2;7,098230801E-1
6,099248007E0;-6,831922531E-1;5,456066132E-2;-4,692196846E-2;6,869717546E-1
6,101612933E0;-6,313048601E-1;4,676437378E-2;-4,358744621E-2;6,345333707E-1
6,103975474E0;-6,193050146E-1;5,876350403E-2;-6,758737564E-2;6,257474761E-1
6,106340626E0;-5,593252182E-1;3,410243988E-2;-8,570456505E-2;5,668800125E-1
6,108703397E0;-5,547540188E-1;3,303527832E-2;-8,958172798E-2;5,629105053E-1
6,111068318E0;-5,151455402E-1;5,044841766E-2;-1,100547314E-1;5,291805121E-1
6,113431084E0;-4,848760366E-1;3,382301331E-2;-1,424446106E-1;5,064970229E-1
6,115796082E0;-4,739983082E-1;9,613990784E-3;-1,609749794E-1;5,006793075E-1
6,118158854E0;-4,378567934E-1;2,680492401E-2;-1,573078632E-1;4,660287967E-1
6,120523775E0;-4,053027630E-1;1,089096069E-3;-1,624207497E-1;4,366371671E-1
6,122886469E0;-4,133095741E-1;-1,536083221E-2;-1,496579647E-1;4,398389087E-1
6,125251486E0;-3,980159760E-1;-3,201866150E-2;-1,239852905E-1;4,181079574E-1
6,127614257E0;-3,866150379E-1;-4,151058197E-2;-9,557914734E-2;4,004118996E-1
6,129979178E0;-3,705471754E-1;-2,210426331E-2;-5,885267258E-2;3,758423136E-1
6,132341949E0;-4,167875051E-1;-2,794170380E-2;-4,400825500E-2;4,200348673E-1
6,134707101E0;-4,346334934E-1;-2,219772339E-2;-2,268195152E-2;4,357906418E-1
6,137069609E0;-4,127117395E-1;2,751445770E-2;-6,925582886E-3;4,136858579E-1
6,139434761E0;-4,025218487E-1;1,698207855E-2;6,744861603E-3;4,029363756E-1
6,141797532E0;-3,960725069E-1;7,619857788E-3;-6,989002228E-3;3,962074445E-1
6,144162453E0;-3,892688751E-1;-3,301334381E-2;-1,036119461E-1;4,041727024E-1
6,146524993E0;-3,625229597E-1;-3,697681427E-2;-1,541783810E-1;3,956780942E-1
6,148890164E0;-4,367182255E-1;-4,896163940E-3;-1,117386818E-1;4,508129478E-1
6,151252936E0;-4,614135027E-1;2,575874329E-3;-1,037328243E-1;4,729371570E-1
6,153617934E0;-4,614615440E-1;6,718635559E-3;-6,541991234E-2;4,661240839E-1
6,155980628E0;-4,289031029E-1;1,626110077E-2;-3,273725510E-3;4,292237323E-1
6,158345626E0;-4,091690779E-1;4,387855530E-2;9,719705582E-2;4,228379472E-1
6,160708349E0;-4,508079290E-1;3,741931915E-2;1,768176556E-1;4,856876338E-1
6,163073347E0;-4,441541433E-1;2,512550354E-2;2,720284462E-1;5,214438316E-1
6,165436041E0;-4,456839561E-1;3,809928894E-2;3,590469360E-1;5,735856055E-1
6,167801039E0;-3,987406492E-1;9,102916718E-2;4,141068459E-1;5,820351316E-1
6,170163811E0;-3,093557358E-1;1,068391800E-1;5,314183235E-1;6,241161881E-1
6,172528741E0;-1,955044270E-1;1,127071381E-1;6,267030239E-1;6,660942577E-1
6,174891512E0;-1,448272467E-1;1,335229874E-1;7,082848549E-1;7,351671614E-1
6,177256664E0;-4,992842674E-2;2,044143677E-1;8,232982159E-1;8,497635164E-1
6,179619204E0;4,994750023E-3;2,512273788E-1;9,574332237E-1;9,898578288E-1
6,181984356E0;9,737813473E-2;3,019676208E-1;1,043193102E0;1,090375528E0
6,184347123E0;1,827008724E-1;3,230028152E-1;1,140367985E0;1,199228739E0
6,186712045E0;2,676932812E-1;3,738451004E-1;1,225095987E0;1,308541184E0
6,189074816E0;3,763278723E-1;4,220542908E-1;1,298338652E0;1,416134085E0
6,191439737E0;4,776012897E-1;4,536075592E-1;1,340040684E0;1,493175088E0
6,193802508E0;5,325460434E-1;4,630317688E-1;1,393085003E0;1,561630408E0
6,196167525E0;5,567637682E-1;5,137567520E-1;1,441728830E0;1,628654019E0
6,198530219E0;6,144291162E-1;5,404233932E-1;1,485678434E0;1,696119392E0
6,200895140E0;6,076872945E-1;5,310239792E-1;1,554311514E0;1,751329380E0
6,203257912E0;6,431668997E-1;5,066375732E-1;1,627236366E0;1,821604645E0
6,205622910E0;6,551668644E-1;5,186376572E-1;1,701186657E0;1,895327064E0
6,207985584E0;6,772415638E-1;4,754657745E-1;1,781315088E0;1,964130159E0
6,210350582E0;6,922467351E-1;4,482336044E-1;1,853342056E0;2,028545214E0
6,212713353E0;6,821760535E-1;4,350414276E-1;1,934769392E0;2,097130852E0
6,215078274E0;6,840926409E-1;4,000043869E-1;1,945914984E0;2,101088141E0
6,217441046E0;6,940829754E-1;3,698987961E-1;1,956439257E0;2,108608750E0
6,219806212E0;7,001026273E-1;4,068231583E-1;2,016150713E0;2,172674036E0
6,222168753E0;7,493176460E-1;3,815765381E-1;2,044560671E0;2,210725204E0
6,224533905E0;7,643131018E-1;3,805770874E-1;2,057000160E0;2,227164811E0
6,226896445E0;7,889726162E-1;4,239950180E-1;2,077375650E0;2,262242064E0
6,229261597E0;8,485214114E-1;4,167699814E-1;2,074090958E0;2,279372524E0
6,231624152E0;9,201146364E-1;4,227371216E-1;1,993643284E0;2,236052585E0
6,233989303E0;1,011214495E0;4,334316254E-1;1,895300627E0;2,191479453E0
6,236352075E0;1,082856894E0;4,305038452E-1;1,815882206E0;2,157623878E0
6,238717073E0;1,170512915E0;4,572553635E-1;1,696905613E0;2,111556679E0
6,241079767E0;1,248328209E0;4,415349960E-1;1,604478359E0;2,080294997E0
6,243444688E0;1,305968523E0;4,060554504E-1;1,447413683E0;1,991341553E0
6,245807459E0;1,343765497E0;3,346004486E-1;1,347503424E0;1,932208231E0
6,248172457E0;1,432521224E0;2,370710373E-1;1,184764385E0;1,874029451E0
6,250535152E0;1,440195560E0;1,629753113E-1;1,040034771E0;1,783927277E0
6,252900155E0;1,475889206E0;7,215118408E-2;8,835606575E-1;1,721666105E0
6,255262926E0;1,517146587E0;-7,256889343E-2;7,785258293E-1;1,706781321E0
6,257627847E0;1,557468891E0;-1,686515808E-1;6,457014084E-1;1,694427045E0
6,259990618E0;1,541997910E0;-2,778043747E-1;5,617525578E-1;1,664481529E0
6,262355539E0;1,598467708E0;-3,590621948E-1;4,318051338E-1;1,694249198E0
6,264718295E0;1,539487481E0;-4,686813354E-1;2,483930588E-1;1,628306792E0
6,267083447E0;1,510254025E0;-5,574254990E-1;8,916020393E-2;1,612308888E0
6,269445988E0;1,578062654E0;-6,726951599E-1;-2,840518951E-2;1,715694428E0
6,271811140E0;1,596763015E0;-7,723884583E-1;-1,074736118E-1;1,777016216E0
6,274173911E0;1,692708731E0;-7,539129257E-1;-1,657543182E-1;1,860409106E0
6,276538807E0;1,727956414E0;-7,726144791E-1;-2,384471893E-1;1,907779747E0
6,278901347E0;1,828468561E0;-7,110652924E-1;-2,694592476E-1;1,980282660E0
6,281266499E0;1,858464956E0;-6,427030563E-1;-2,504262924E-1;1,982340168E0
6,283629271E0;2,036384821E0;-6,005172729E-1;-2,285254002E-1;2,135347277E0
6,285994192E0;2,196787357E0;-5,343122482E-1;-1,766052246E-1;2,267719929E0
6,288356987E0;2,314746380E0;-4,169769287E-1;-1,086082458E-1;2,354509782E0
6,290721985E0;2,389540672E0;-3,175754547E-1;-3,702950478E-2;2,410835950E0
6,293084679E0;2,465451241E0;-2,481031418E-1;-3,473210335E-2;2,478146749E0
6,295449677E0;2,512481213E0;-4,928588867E-2;-1,851725578E-2;2,513032796E0
6,297812448E0;2,545247316E0;1,428289413E-1;7,284784317E-2;2,550292300E0
6,300177369E0;2,575420618E0;2,512893677E-1;2,143237591E-1;2,596511579E0
6,302540141E0;2,664787292E0;4,014225006E-1;2,604644299E-1;2,707410766E0
6,304905062E0;2,707794666E0;5,291070938E-1;3,971047401E-1;2,787435819E0
6,307267833E0;2,782715559E0;6,226072311E-1;5,200538635E-1;2,898551650E0
6,309632985E0;2,893660545E0;7,512941360E-1;6,299467087E-1;3,055249104E0
6,311995516E0;2,940252781E0;9,070777893E-1;7,199249268E-1;3,160089940E0
6,314360668E0;3,065243006E0;9,638862610E-1;8,098890781E-1;3,313715698E0
6,316723209E0;3,118389130E0;9,744062424E-1;8,591976166E-1;3,378170930E0
6,319088361E0;3,165662527E0;1,032163620E0;8,771710396E-1;3,443284770E0
6,321450901E0;3,199808121E0;1,050408363E0;9,197316170E-1;3,491136776E0
6,323816082E0;3,218370438E0;1,079268456E0;9,576208591E-1;3,527005299E0
6,326178853E0;3,194982052E0;1,123968124E0;9,302840233E-1;3,512355765E0
6,328543774E0;3,182750225E0;1,165001869E0;8,687162399E-1;3,498827840E0
6,330906545E0;3,167631149E0;1,150828362E0;8,968684673E-1;3,487501407E0
6,333271543E0;3,081508636E0;1,140884399E0;9,357516766E-1;3,416569023E0
6,335634199E0;2,975817204E0;1,099969864E0;1,006649256E0;3,328477798E0
6,337999197E0;2,803726435E0;1,057134628E0;1,058292389E0;3,177797716E0
6,340361891E0;2,449460745E0;1,017412186E0;1,021899223E0;2,842404531E0
6,342726889E0;2,086001873E0;9,575452805E-1;9,444651604E-1;2,481997425E0
6,345089583E0;1,747991443E0;9,167432785E-1;8,167407513E-1;2,136108091E0
6,347454571E0;1,482993960E0;8,427581787E-1;6,936280727E-1;1,841366975E0
6,349817343E0;1,118695021E0;8,685922623E-1;5,890557766E-1;1,533922350E0
6,352182264E0;8,264682293E-1;9,975385666E-1;3,539471626E-1;1,342911583E0
6,354545035E0;5,727605820E-1;1,037469864E0;8,881306648E-2;1,188396467E0
6,356909956E0;3,886452913E-1;1,159070015E0;-1,310729980E-1;1,229499326E0
6,359272737E0;1,867341548E-1;1,198535919E0;-2,125012875E-1;1,231468551E0
6,361637889E0;2,844619751E-2;1,253058434E0;-2,462742329E-1;1,277347103E0
6,364000430E0;-1,435506046E-1;1,337267876E0;-2,832787037E-1;1,374459520E0
6,366365581E0;-3,156324029E-1;1,366189957E0;-3,367748260E-1;1,442052737E0
6,368728353E0;-5,186749697E-1;1,473788261E0;-4,161880016E-1;1,616876005E0
6,371093260E0;-6,444296837E-1;1,542387009E0;-4,574749470E-1;1,733069713E0
6,373456031E0;-7,875560522E-1;1,622029305E0;-5,208921432E-1;1,876846351E0
6,375820952E0;-9,426560402E-1;1,707979202E0;-5,918421745E-1;2,038644286E0
6,378183723E0;-1,077687860E0;1,785145760E0;-6,741451025E-1;2,191489933E0
6,380548644E0;-1,169735909E0;1,765661240E0;-6,843132973E-1;2,225786692E0
6,382911411E0;-1,231527567E0;1,735026360E0;-7,063003778E-1;2,241837826E0
6,385276409E0;-1,285293818E0;1,702560425E0;-7,080392838E-1;2,247668086E0
6,387639180E0;-1,361839533E0;1,647232056E0;-6,511272192E-1;2,234266549E0
6,390004101E0;-1,371402383E0;1,603750229E0;-6,513344049E-1;2,208392130E0
6,392366795E0;-1,366845727E0;1,473604202E0;-6,299381256E-1;2,106323486E0
6,394731807E0;-1,375997663E0;1,403103828E0;-6,129363775E-1;2,058582261E0
6,397094578E0;-1,339370728E0;1,292202950E0;-5,782322884E-1;1,948859920E0
6,399459500E0;-1,322908640E0;1,183447838E0;-5,632431507E-1;1,862224181E0
6,401822271E0;-1,265951753E0;1,076677322E0;-5,404663086E-1;1,747561652E0
6,404187423E0;-1,208051801E0;9,616270065E-1;-5,374665260E-1;1,634926885E0
6,406549963E0;-1,141001821E0;8,416271210E-1;-5,665664673E-1;1,526832973E0
6,408915115E0;-1,091565847E0;7,189912796E-1;-5,785549879E-1;1,429402089E0
6,411277886E0;-1,035000205E0;6,391639709E-1;-5,532038212E-1;1,336334716E0
6,413642807E0;-9,565806985E-1;6,144227982E-1;-5,519449711E-1;1,263805863E0
6,416005348E0;-9,285433292E-1;5,414886475E-1;-5,758574009E-1;1,219432005E0
6,418370481E0;-8,546671867E-1;4,816560745E-1;-5,630917549E-1;1,131159095E0
6,420733252E0;-7,880947590E-1;4,344673157E-1;-5,503144264E-1;1,054846513E0
6,423098250E0;-7,371478677E-1;3,855609894E-1;-5,083501339E-1;9,749174909E-1
6,425460944E0;-6,705120206E-1;3,552608490E-1;-4,996769428E-1;9,085558253E-1
6,427825865E0;-6,466593146E-1;3,113842010E-1;-4,191784859E-1;8,311672472E-1
6,430188636E0;-6,039982438E-1;3,082017899E-1;-3,158004284E-1;7,480188048E-1
6,432553634E0;-6,065263748E-1;2,607784271E-1;-2,328326702E-1;7,000647711E-1
6,434916329E0;-5,857893825E-1;2,443227768E-1;-2,633285522E-1;6,871570026E-1
6,437281327E0;-5,754686594E-1;1,650829315E-1;-3,504977226E-1;6,937328058E-1
6,439644098E0;-5,386451483E-1;9,673595428E-2;-4,204096794E-1;6,901019774E-1
6,442009004E0;-4,818225205E-1;-1,928234100E-2;-4,452822208E-1;6,563543297E-1
6,444371775E0;-4,455933869E-1;-9,064579010E-2;-5,078356266E-1;6,816649832E-1
6,446736927E0;-3,929452300E-1;-1,345367432E-1;-5,713323355E-1;7,063474546E-1
6,449099468E0;-3,531611562E-1;-2,258806229E-1;-6,739202738E-1;7,936708344E-1
6,451464635E0;-2,678567767E-1;-2,986154556E-1;-7,329868078E-1;8,355765097E-1
6,453827175E0;-1,862228960E-1;-4,208230972E-1;-7,002550364E-1;8,379308815E-1
6,456192327E0;-1,426059157E-1;-4,683017731E-1;-7,192063332E-1;8,700004296E-1
6,458554867E0;-9,922082722E-2;-5,165138245E-1;-7,624803782E-1;9,262870130E-1
6,460920019E0;-6,508436799E-2;-5,980129242E-1;-8,355591297E-1;1,029570052E0
6,463282780E0;-1,997059584E-2;-6,342411041E-1;-8,717482090E-1;1,078241876E0
6,465647701E0;9,486985207E-2;-7,187099457E-1;-9,248706102E-1;1,175129746E0
6,468010473E0;1,664121002E-1;-7,367792130E-1;-9,110053778E-1;1,183413450E0
6,470375394E0;2,378655672E-1;-7,832555771E-1;-9,132987261E-1;1,226451748E0
6,472738165E0;2,824793160E-1;-8,543262482E-1;-9,184985161E-1;1,285810027E0
6,475103168E0;3,586685658E-1;-8,787221909E-1;-9,581048489E-1;1,348614374E0
6,477465862E0;3,886983991E-1;-9,527730942E-1;-9,541268349E-1;1,403289361E0
6,479830860E0;4,421425462E-1;-1,024907112E0;-9,797582626E-1;1,485210717E0
6,482193632E0;5,080944896E-1;-1,034255028E0;-1,019375682E0;1,538496101E0
6,484558553E0;5,732343197E-1;-1,048410416E0;-1,028378010E0;1,576490823E0
6,486921358E0;6,340471506E-1;-1,094645500E0;-1,048081279E0;1,642783895E0
6,489286279E0;6,177365184E-1;-1,112874985E0;-1,022764206E0;1,632830597E0
6,491649050E0;6,196633577E-1;-1,154115677E0;-9,935786724E-1;1,644130241E0
6,494013971E0;6,326600313E-1;-1,147507668E0;-9,894385338E-1;1,641956508E0
6,496376743E0;6,113243699E-1;-1,115604401E0;-9,789323807E-1;1,605178890E0
6,498741879E0;6,601047516E-1;-1,154879570E0;-9,538387060E-1;1,636854722E0
6,501104420E0;6,795312762E-1;-1,157002449E0;-9,380493164E-1;1,637178653E0
6,503469572E0;6,922537684E-1;-1,183193207E0;-8,911719322E-1;1,635037876E0
6,505832112E0;6,846316457E-1;-1,190311432E0;-8,775006533E-1;1,629591725E0
6,508197264E0;6,733839512E-1;-1,199532509E0;-8,576834202E-1;1,621093777E0
6,510560021E0;6,140921116E-1;-1,141411781E0;-8,494522572E-1;1,549677100E0
6,512924942E0;6,128363013E-1;-1,079537392E0;-7,743995190E-1;1,463100792E0
6,515287714E0;5,547279119E-1;-9,903631210E-1;-7,166541815E-1;1,342436361E0
6,517652712E0;5,314419270E-1;-9,785909653E-1;-6,987316608E-1;1,314646999E0
6,520015406E0;5,057457089E-1;-9,682006836E-1;-6,572313309E-1;1,274811479E0
6,522380408E0;4,636815786E-1;-9,752826691E-1;-6,043857336E-1;1,237521315E0
6,524743102E0;3,917739391E-1;-9,988718033E-1;-5,662552118E-1;1,213209242E0
6,527108100E0;3,529679477E-1;-9,919729233E-1;-5,505900383E-1;1,188169198E0
6,529470795E0;3,465728164E-1;-9,625644684E-1;-5,224992037E-1;1,148759544E0
6,531835793E0;3,078018129E-1;-9,237146378E-1;-5,068345070E-1;1,097666573E0
6,534198579E0;2,248033881E-1;-9,110517502E-1;-5,119513273E-1;1,068946218E0
6,536563500E0;1,423451006E-1;-9,092969894E-1;-5,711276531E-1;1,083175858E0
6,538926271E0;9,707190096E-2;-8,237266541E-1;-5,332545042E-1;9,860572604E-1
6,541291192E0;2,986787260E-2;-6,810312271E-1;-5,011588335E-1;8,460826192E-1
6,543653963E0;-3,140480816E-2;-5,674877167E-1;-4,941183329E-1;7,531145314E-1
6,546019120E0;-9,735789150E-2;-4,861545563E-1;-4,413368702E-1;6,637793644E-1
6,548381661E0;-1,284078956E-1;-4,032039642E-1;-4,243868589E-1;5,993047893E-1
6,550746813E0;-2,258833498E-1;-3,017282486E-1;-4,001626968E-1;5,497212090E-1
6,553109584E0;-3,223714232E-1;-2,933807373E-1;-3,623712063E-1;5,668407913E-1
6,555474505E0;-4,016929269E-1;-2,160577774E-1;-3,448812962E-1;5,718227690E-1
6,557837256E0;-4,730920196E-1;-1,756544113E-1;-3,080230951E-1;5,912264865E-1
6,560202177E0;-5,114532709E-1;-1,002473831E-1;-2,818093300E-1;5,924951347E-1
6,562564948E0;-5,337190032E-1;-1,640319824E-2;-2,441544533E-1;5,871426031E-1
6,564929870E0;-5,914332867E-1;8,131408691E-2;-2,846808434E-1;6,613988932E-1
6,567292641E0;-5,574166179E-1;3,485870361E-2;-2,727375031E-1;6,215417610E-1
6,569657663E0;-5,855749249E-1;1,919641495E-1;-2,767682076E-1;6,755359858E-1
6,572020357E0;-6,531209350E-1;2,738571167E-1;-2,011730671E-1;7,362304524E-1
6,574385355E0;-7,463194132E-1;3,449106216E-1;-1,810643673E-1;8,418671561E-1
6,576748126E0;-7,733194232E-1;4,239606857E-1;-1,650142670E-1;8,972153040E-1
6,579113047E0;-8,169440031E-1;4,987668991E-1;-1,243743896E-1;9,652123666E-1
6,581475786E0;-8,376435041E-1;5,925512314E-1;-8,435893059E-2;1,029504750E0
6,583840707E0;-8,906568289E-1;6,303710938E-1;-6,951951981E-2;1,093375629E0
6,586203478E0;-9,516236782E-1;6,689968109E-1;-1,130404472E-1;1,168726872E0
6,588568630E0;-9,574826360E-1;6,566553116E-1;-1,328859329E-1;1,168600816E0
6,590931170E0;-9,938555956E-1;7,212572098E-1;-1,708729267E-1;1,239821949E0
6,593296322E0;-1,010814190E0;7,135972977E-1;-2,393926382E-1;1,260267934E0
6,595658863E0;-1,051577568E0;7,512598038E-1;-2,547395229E-1;1,317231528E0
6,598024014E0;-1,045678854E0;8,127803802E-1;-2,700821161E-1;1,351665847E0
6,600386555E0;-1,038690209E0;8,492898941E-1;-2,807364464E-1;1,370760237E0
6,602751707E0;-1,041901350E0;8,368749619E-1;-2,671605349E-1;1,362825329E0
6,605114482E0;-1,049244761E0;8,194885254E-1;-2,402558327E-1;1,352848431E0
6,607479403E0;-1,087964535E0;7,790708542E-1;-2,078266144E-1;1,354182457E0
6,609842174E0;-1,062792063E0;7,569131851E-1;-1,265962124E-1;1,310904703E0
6,612207172E0;-1,032968521E0;7,736549377E-1;-3,287434578E-2;1,290986697E0
6,614569867E0;-1,036503434E0;6,875658035E-1;-3,412842751E-2;1,244287287E0
6,616934870E0;-9,791367054E-1;6,303882599E-1;-9,521007538E-3;1,164555149E0
6,619297564E0;-9,264562726E-1;5,590181351E-1;-2,376103401E-2;1,082306374E0
6,621662562E0;-9,123563170E-1;4,340686798E-1;-8,761167526E-3;1,010389245E0
6,624025333E0;-8,864063025E-1;3,770685196E-1;2,228879929E-2;9,635318324E-1
6,626390254E0;-8,591786027E-1;3,030595779E-1;5,670809746E-2;9,128246203E-1
6,628753036E0;-8,371286392E-1;2,291088104E-1;3,765797615E-2;8,687308725E-1
6,631117957E0;-7,896851301E-1;1,572103500E-1;5,642700195E-2;8,071565557E-1
6,633480728E0;-8,261417150E-1;4,533672333E-2;3,214025497E-2;8,280087849E-1
6,635845880E0;-7,586945891E-1;-8,169364929E-2;-3,176689148E-3;7,630867731E-1
6,638208420E0;-7,085319161E-1;-2,106523514E-1;-2,364277840E-2;7,395612688E-1
6,640573538E0;-6,620920300E-1;-2,986021042E-1;-5,561900139E-2;7,284384299E-1
6,642936309E0;-5,999791622E-1;-4,324760437E-1;-2,702736855E-2;7,400952656E-1
6,645301230E0;-5,497018695E-1;-5,815067291E-1;-4,940009117E-2;8,017247597E-1
6,647664002E0;-4,682874680E-1;-7,074117661E-1;-5,428814888E-2;8,501010308E-1
6,650029015E0;-4,260503352E-1;-8,084688187E-1;-1,125332117E-1;9,207629676E-1
6,652391709E0;-4,003119767E-1;-8,775005341E-1;-1,067464352E-1;9,703873800E-1
6,654756630E0;-3,746347129E-1;-9,227943420E-1;-1,185537577E-1;1,002973359E0
6,657119401E0;-3,687295914E-1;-9,437608719E-1;-1,476522684E-1;1,023937150E0
6,659484399E0;-3,876636922E-1;-9,317302704E-1;-1,477950811E-1;1,019925400E0
6,661847094E0;-3,541091681E-1;-9,320869446E-1;-1,101990938E-1;1,003156626E0
6,664212092E0;-3,562259376E-1;-9,939842224E-1;-1,155399084E-1;1,062191613E0
6,666574786E0;-3,476193547E-1;-9,704475403E-1;-1,973978281E-1;1,049558739E0
6,668939784E0;-4,148254693E-1;-9,249401093E-1;-1,907740831E-1;1,031498486E0
6,671302555E0;-4,395845234E-1;-9,078493118E-1;-2,147264481E-1;1,031277060E0
6,673667462E0;-3,816255927E-1;-9,509534836E-1;-3,104739189E-1;1,070674869E0
6,676030233E0;-3,632566929E-1;-9,685554504E-1;-3,583147526E-1;1,094734921E0
6,678395385E0;-2,900323868E-1;-9,062118530E-1;-4,060562849E-1;1,034514579E0
6,680757926E0;-2,174499184E-1;-8,652772903E-1;-4,882254601E-1;1,017031640E0
6,683123078E0;-1,649577320E-1;-8,564596176E-1;-5,164654255E-1;1,013642277E0
6,685485609E0;-3,700470179E-2;-8,521575928E-1;-5,620571375E-1;1,021494071E0
6,687850761E0;5,987023935E-2;-7,654428482E-1;-6,438066959E-1;1,001985160E0
6,690213532E0;7,820438594E-2;-7,159242630E-1;-6,797357798E-1;9,903051078E-1
6,692578453E0;1,398481727E-1;-6,732282639E-1;-6,859852076E-1;9,712721100E-1
6,694941224E0;1,897814870E-1;-6,177577972E-1;-7,053643465E-1;9,566507044E-1
6,697306131E0;2,347824872E-1;-5,492115021E-1;-7,070868015E-1;9,255959352E-1
6,699668902E0;3,133029640E-1;-5,344543457E-1;-6,798400879E-1;9,197732003E-1
6,702033823E0;3,190620542E-1;-5,060300827E-1;-7,583005428E-1;9,658606278E-1
6,704396594E0;3,662678599E-1;-5,323114395E-1;-7,761033773E-1;1,009873292E0
6,706761592E0;3,876899183E-1;-5,278816223E-1;-7,735817432E-1;1,013603075E0
6,709124300E0;3,946070671E-1;-4,370508194E-1;-6,928417683E-1;9,092622680E-1
6,711489298E0;3,948576450E-1;-4,136447906E-1;-7,259486914E-1;9,241299017E-1
6,713852070E0;4,665875435E-1;-4,417276382E-1;-7,273437977E-1;9,704927832E-1
6,716216991E0;4,935058355E-1;-4,502897263E-1;-7,963410616E-1;1,039455595E0
6,718579762E0;4,514130056E-1;-3,946142197E-1;-7,971851826E-1;9,974960147E-1
6,720944679E0;3,654244542E-1;-3,262500763E-1;-6,650439501E-1;8,259888616E-1
6,723307450E0;3,416514695E-1;-3,043880463E-1;-6,271944046E-1;7,763701633E-1
6,725672602E0;3,158900142E-1;-3,099861145E-1;-6,629675627E-1;7,971222500E-1
6,728035143E0;3,630142808E-1;-3,071985245E-1;-7,088837624E-1;8,536196401E-1
6,730400064E0;3,748728633E-1;-3,028163910E-1;-7,322726250E-1;8,766131573E-1
6,732762811E0;3,973946571E-1;-2,640361786E-1;-7,160795927E-1;8,604694069E-1
6,735127963E0;3,827993870E-1;-2,028818130E-1;-6,540194750E-1;7,844984859E-1
6,737490503E0;3,466092944E-1;-1,429700851E-1;-6,185380220E-1;7,233033478E-1
6,739855655E0;3,129982054E-1;-1,287183762E-1;-5,048061609E-1;6,077545204E-1
6,742218426E0;2,647608519E-1;-1,066360474E-1;-4,345668554E-1;5,199210585E-1
6,744583385E0;3,254747391E-1;-8,965969086E-2;-4,411444664E-1;5,555007706E-1
6,746946157E0;3,106444776E-1;-9,336185455E-2;-4,236286879E-1;5,335519586E-1
6,749311155E0;2,637219131E-1;-2,218246460E-2;-3,904893398E-1;4,717236836E-1
6,751673849E0;2,503162622E-1;1,924514771E-3;-3,505285978E-1;4,307345271E-1
6,754038847E0;1,641538143E-1;4,240036011E-3;-2,779984474E-1;3,228739528E-1
6,756401503E0;1,697824299E-1;-2,646923065E-2;-2,021034956E-1;2,652781872E-1
6,758766501E0;1,500961930E-1;-3,700351715E-2;-1,623152494E-1;2,241525544E-1
6,761129273E0;7,128924876E-2;-5,417251587E-2;-1,131843328E-1;1,443173990E-1
6,763494194E0;1,234866679E-3;-8,832550049E-2;-7,168698311E-2;1,137626585E-1
6,765856965E0;1,404933631E-2;-8,939552307E-2;5,477106571E-2;1,057771858E-1
6,768221890E0;-3,356341273E-2;-9,603691101E-2;1,084609032E-1;1,487056101E-1
6,770584661E0;-6,001743674E-2;-1,401453018E-1;1,049680710E-1;1,850975264E-1
6,772949582E0;-1,071795300E-1;-2,429075241E-1;1,585254669E-1;3,092278134E-1
6,775312354E0;-1,192866117E-1;-3,299903870E-1;1,585742235E-1;3,850567953E-1
6,777677505E0;-1,663770676E-1;-4,277334213E-1;1,266264915E-1;4,761002801E-1
6,780040065E0;-1,982237846E-1;-4,650716782E-1;6,796348095E-2;5,101013324E-1
6,782405217E0;-2,421076596E-1;-5,129756927E-1;2,595186234E-3;5,672450222E-1
6,784767988E0;-3,093627691E-1;-5,555734634E-1;-4,494917393E-2;6,374853915E-1
6,787132909E0;-3,480461240E-1;-6,035709381E-1;-1,429296732E-1;7,112403765E-1
6,789495680E0;-3,484067917E-1;-6,690702438E-1;-1,717160940E-1;7,736463666E-1
6,791860568E0;-3,920983374E-1;-7,201137543E-1;-2,453074455E-1;8,558508446E-1
6,794223340E0;-4,085212350E-1;-8,007726669E-1;-3,018962145E-1;9,482973098E-1
6,796588338E0;-4,756965935E-1;-7,993335724E-1;-3,515073061E-1;9,943735693E-1
6,798951032E0;-4,932194948E-1;-7,854547501E-1;-3,408782482E-1;9,881308692E-1
6,801316030E0;-4,975857139E-1;-7,577877045E-1;-3,890577555E-1;9,865088366E-1
6,803678791E0;-6,176696420E-1;-8,039407730E-1;-4,381722212E-1;1,104459799E0
6,806043712E0;-5,330801606E-1;-8,192081451E-1;-3,786641359E-1;1,048171251E0
6,808406483E0;-4,750301838E-1;-8,363084793E-1;-3,516641855E-1;1,024076778E0
6,810771405E0;-4,406995177E-1;-8,292951584E-1;-2,891671658E-1;9,826312505E-1
6,813134176E0;-4,057868421E-1;-8,703908920E-1;-3,003798723E-1;1,006216345E0
6,815499338E0;-3,616589904E-1;-8,443517685E-1;-3,358716965E-1;9,780270603E-1
6,817861878E0;-2,466444075E-1;-8,144063950E-1;-3,455241919E-1;9,184106963E-1
6,820227030E0;-1,531247795E-1;-7,924375534E-1;-3,329718113E-1;8,730834446E-1
6,822589570E0;-5,139622092E-2;-7,553548813E-1;-2,953526974E-1;8,126720028E-1
6,824954722E0;3,465732932E-2;-6,884164810E-1;-3,136258125E-1;7,572843139E-1
6,827317253E0;1,454191208E-1;-6,292104721E-1;-2,544416189E-1;6,941131582E-1
